CustomerID,InvoiceDate,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Segment
13339.0,2011-05-23 08:31:00,201,54,860.12,1,3,3,133,7,Needs Attention
13340.0,2011-10-25 13:15:00,45,134,10736.48,3,5,5,355,13,Loyal Customers
13341.0,2011-03-24 09:50:00,261,42,775.85,1,3,3,133,7,Needs Attention
13343.0,2011-06-20 11:37:00,173,22,303.93,2,2,2,222,6,Lost Customers
13344.0,2011-10-03 09:45:00,68,119,2543.72,3,4,5,345,12,Loyal Customers
13345.0,2011-03-08 08:34:00,277,22,377.6,1,2,2,122,5,Lost Customers
13347.0,2011-09-30 13:28:00,70,8,341.36,3,1,2,312,6,Needs Attention
13348.0,2011-10-06 17:28:00,64,14,233.76,3,1,1,311,5,Needs Attention
13349.0,2011-11-29 08:07:00,11,16,247.32,5,2,2,522,9,New Customers
13350.0,2011-11-23 16:33:00,16,43,910.72,4,3,4,434,11,Loyal Customers
13351.0,2011-10-04 12:55:00,66,16,373.94,3,2,2,322,7,Needs Attention
13352.0,2011-12-02 11:58:00,8,27,389.28,5,2,2,522,9,New Customers
13354.0,2011-09-29 13:17:00,71,51,743.53,3,3,3,333,9,Loyal Customers
13355.0,2011-08-09 14:48:00,122,32,674.7,2,3,3,233,8,Needs Attention
13356.0,2011-09-20 14:33:00,80,42,768.24,2,3,3,233,8,Needs Attention
13357.0,2011-03-27 13:56:00,257,90,609.95,1,4,3,143,8,Big Spenders
13358.0,2011-03-16 11:52:00,269,29,439.03,1,2,2,122,5,Lost Customers
13359.0,2011-10-11 16:48:00,59,24,431.26,3,2,2,322,7,Needs Attention
13362.0,2011-12-06 13:57:00,3,169,3085.4900000000002,5,5,5,555,15,Best Customers
13363.0,2011-11-22 12:40:00,18,60,992.5,4,4,4,444,12,Best Customers
13364.0,2011-10-04 09:48:00,67,20,0.0,3,2,1,321,6,Needs Attention
13365.0,2011-12-01 08:39:00,9,132,2191.22,5,5,5,555,15,Best Customers
13366.0,2011-10-20 13:37:00,50,1,56.160000000000004,3,1,1,311,5,Needs Attention
13368.0,2011-03-28 09:59:00,257,29,623.4,1,2,3,123,6,Needs Attention
13369.0,2010-12-20 14:02:00,354,19,263.75,1,2,2,122,5,Lost Customers
13370.0,2010-12-08 15:57:00,366,44,721.32,1,3,3,133,7,Needs Attention
13372.0,2011-09-11 12:46:00,90,23,378.64,2,2,2,222,6,Lost Customers
13373.0,2011-10-10 10:51:00,61,158,3312.25,3,5,5,355,13,Loyal Customers
13375.0,2011-09-19 16:01:00,81,38,772.9,2,3,3,233,8,Needs Attention
13376.0,2011-09-01 16:16:00,99,53,1019.76,2,3,4,234,9,Needs Attention
13379.0,2011-11-13 13:45:00,26,97,572.56,4,4,3,443,11,Loyal Customers
13381.0,2011-11-18 16:59:00,21,173,3626.81,4,5,5,455,14,Best Customers
13382.0,2011-03-04 10:03:00,281,15,222.99,1,2,1,121,4,Lost Customers
13384.0,2011-11-09 11:04:00,31,155,4122.28,4,5,5,455,14,Best Customers
13385.0,2011-01-14 09:52:00,330,35,534.57,1,3,3,133,7,Needs Attention
13388.0,2011-08-10 13:35:00,121,36,627.15,2,3,3,233,8,Needs Attention
13389.0,2011-11-28 14:01:00,11,51,797.96,5,3,3,533,11,Loyal Customers
13390.0,2011-09-26 08:38:00,75,13,544.08,2,1,3,213,6,Needs Attention
13391.0,2011-05-20 10:50:00,204,1,59.8,1,1,1,111,3,Lost Customers
13394.0,2011-12-08 11:36:00,2,164,2312.8,5,5,5,555,15,Best Customers
13395.0,2011-06-07 15:04:00,185,21,307.72,1,2,2,122,5,Lost Customers
13396.0,2011-11-18 09:42:00,22,47,1325.29,4,3,4,434,11,Loyal Customers
13397.0,2011-09-28 10:56:00,73,39,1539.18,2,3,4,234,9,Needs Attention
13398.0,2011-05-31 13:17:00,192,26,457.34,1,2,2,122,5,Lost Customers
13402.0,2011-08-04 15:51:00,127,39,621.23,2,3,3,233,8,Needs Attention
13403.0,2011-11-22 08:28:00,18,3,75.0,4,1,1,411,6,New Customers
13404.0,2011-12-08 15:37:00,1,11,252.49,5,1,2,512,8,New Customers
13405.0,2011-09-26 17:01:00,74,27,572.451,2,2,3,223,7,Needs Attention
13408.0,2011-12-08 09:05:00,2,501,27487.41,5,5,5,555,15,Best Customers
13410.0,2011-12-01 08:58:00,9,30,988.91,5,3,4,534,12,Loyal Customers
13411.0,2011-08-24 13:57:00,107,18,213.55,2,2,1,221,5,Lost Customers
13414.0,2011-07-29 11:45:00,134,24,1390.5,2,2,4,224,8,Needs Attention
13416.0,2011-10-27 08:56:00,44,19,712.5,3,2,3,323,8,Needs Attention
13417.0,2011-12-05 08:49:00,5,28,640.83,5,2,3,523,10,New Customers
13418.0,2011-11-28 10:23:00,12,314,5845.44,4,5,5,455,14,Best Customers
13419.0,2011-10-07 12:49:00,64,16,221.06,3,2,1,321,6,Needs Attention
13420.0,2011-07-28 12:10:00,135,10,140.35,2,1,1,211,4,Lost Customers
13421.0,2011-10-30 14:21:00,40,105,1848.98,3,4,4,344,11,Loyal Customers
13422.0,2011-10-19 13:45:00,51,128,2601.55,3,5,5,355,13,Loyal Customers
13425.0,2011-08-23 17:13:00,108,78,1624.21,2,4,4,244,10,Big Spenders
13426.0,2011-12-09 08:59:00,1,159,3550.7000000000003,5,5,5,555,15,Best Customers
13427.0,2011-11-20 13:02:00,19,29,582.6,4,2,3,423,9,New Customers
13428.0,2011-11-29 14:20:00,10,74,218.47,5,4,1,541,10,Needs Attention
13429.0,2011-11-29 09:10:00,11,67,1006.8,5,4,4,544,13,Best Customers
13430.0,2011-11-21 08:19:00,19,54,648.6899999999999,4,3,3,433,10,Loyal Customers
13431.0,2011-10-03 13:49:00,67,46,1269.1,3,3,4,334,10,Loyal Customers
13434.0,2011-09-26 14:30:00,74,10,534.24,2,1,3,213,6,Needs Attention
13435.0,2011-12-04 14:59:00,5,103,3794.4900000000002,5,4,5,545,14,Best Customers
13436.0,2011-12-08 10:33:00,2,12,196.89,5,1,1,511,7,New Customers
13437.0,2011-11-25 14:00:00,14,167,3408.06,4,5,5,455,14,Best Customers
13439.0,2011-03-29 14:20:00,255,54,283.71,1,3,2,132,6,Needs Attention
13441.0,2011-09-09 09:38:00,92,13,296.64,2,1,2,212,5,Lost Customers
13447.0,2011-11-16 13:38:00,23,62,1104.23,4,4,4,444,12,Best Customers
13448.0,2011-11-23 12:33:00,17,199,3465.67,4,5,5,455,14,Best Customers
13449.0,2011-11-16 08:28:00,24,19,291.88,4,2,2,422,8,New Customers
13450.0,2011-11-13 11:54:00,27,71,2043.7199999999998,4,4,5,445,13,Best Customers
13451.0,2011-11-13 15:58:00,26,444,2916.45,4,5,5,455,14,Best Customers
13452.0,2011-03-25 14:19:00,259,2,590.0,1,1,3,113,5,Needs Attention
13453.0,2011-06-27 09:34:00,166,17,356.97999999999996,2,2,2,222,6,Lost Customers
13455.0,2011-11-15 11:21:00,25,53,1007.35,4,3,4,434,11,Loyal Customers
13456.0,2011-11-22 09:18:00,18,65,1737.8200000000002,4,4,4,444,12,Best Customers
13458.0,2011-12-02 15:29:00,7,394,9537.92,5,5,5,555,15,Best Customers
13460.0,2011-11-10 17:17:00,29,17,183.44,4,2,1,421,7,New Customers
13461.0,2011-11-01 09:01:00,39,27,1445.0,3,2,4,324,9,Needs Attention
13462.0,2011-06-09 19:53:00,183,10,143.25,1,1,1,111,3,Lost Customers
13464.0,2011-10-12 15:01:00,58,41,674.68,3,3,3,333,9,Loyal Customers
13466.0,2011-08-31 15:29:00,100,18,297.95,2,2,2,222,6,Lost Customers
13467.0,2011-11-29 10:01:00,11,99,1083.71,5,4,4,544,13,Best Customers
13468.0,2011-12-08 10:39:00,2,306,5656.75,5,5,5,555,15,Best Customers
13470.0,2011-09-01 14:57:00,99,10,165.0,2,1,1,211,4,Lost Customers
13471.0,2011-12-08 15:44:00,1,260,2531.58,5,5,5,555,15,Best Customers
13473.0,2011-10-10 11:20:00,61,22,417.54,3,2,2,322,7,Needs Attention
13474.0,2011-04-17 13:53:00,236,64,229.59,1,4,1,141,6,Big Spenders
13475.0,2011-06-01 13:52:00,191,86,1431.78,1,4,4,144,9,Big Spenders
13476.0,2011-06-14 12:00:00,179,61,1092.77,1,4,4,144,9,Big Spenders
13477.0,2011-11-02 12:04:00,38,81,1441.53,3,4,4,344,11,Loyal Customers
13479.0,2011-05-25 16:49:00,198,16,291.0,1,2,2,122,5,Lost Customers
13481.0,2011-10-25 09:07:00,46,112,1776.81,3,4,4,344,11,Loyal Customers
13482.0,2011-04-21 17:03:00,232,11,184.64,1,1,1,111,3,Lost Customers
13483.0,2011-10-05 11:53:00,66,10,140.34,3,1,1,311,5,Needs Attention
13484.0,2011-04-12 16:30:00,241,8,313.8,1,1,2,112,4,Lost Customers
13485.0,2011-04-20 13:58:00,233,23,454.24,1,2,2,122,5,Lost Customers
13486.0,2011-09-22 13:13:00,78,69,1122.41,2,4,4,244,10,Big Spenders
13487.0,2011-10-13 12:07:00,58,34,575.4,3,3,3,333,9,Loyal Customers
13488.0,2011-11-22 14:41:00,17,427,8910.61,4,5,5,455,14,Best Customers
13489.0,2011-08-26 13:16:00,105,14,449.52,2,1,2,212,5,Lost Customers
13491.0,2011-10-19 08:32:00,52,86,1215.82,3,4,4,344,11,Loyal Customers
13492.0,2011-07-26 14:25:00,136,50,1269.84,2,3,4,234,9,Needs Attention
13493.0,2011-03-09 15:35:00,275,8,618.63,1,1,3,113,5,Needs Attention
13494.0,2011-02-01 11:58:00,312,18,316.26000000000005,1,2,2,122,5,Lost Customers
13495.0,2011-12-02 11:21:00,8,52,1990.1200000000001,5,3,4,534,12,Loyal Customers
13496.0,2011-11-29 10:58:00,11,36,617.93,5,3,3,533,11,Loyal Customers
13497.0,2011-03-02 09:04:00,283,20,321.05,1,2,2,122,5,Lost Customers
13499.0,2011-11-22 11:21:00,18,45,1146.96,4,3,4,434,11,Loyal Customers
13500.0,2011-11-16 15:35:00,23,67,1136.77,4,4,4,444,12,Best Customers
13501.0,2011-04-11 09:35:00,243,53,1310.47,1,3,4,134,8,Needs Attention
13502.0,2011-11-23 10:39:00,17,18,292.0,4,2,2,422,8,New Customers
13503.0,2011-09-29 13:23:00,71,17,216.85,3,2,1,321,6,Needs Attention
13504.0,2011-10-06 13:20:00,64,22,295.93,3,2,2,322,7,Needs Attention
13505.0,2011-10-03 12:14:00,68,227,4282.88,3,5,5,355,13,Loyal Customers
13506.0,2011-01-31 15:27:00,312,29,452.82,1,2,2,122,5,Lost Customers
13507.0,2011-12-06 13:13:00,3,162,2479.16,5,5,5,555,15,Best Customers
13508.0,2011-04-10 11:58:00,244,12,110.97,1,1,1,111,3,Lost Customers
13509.0,2011-12-01 10:10:00,9,44,979.72,5,3,4,534,12,Loyal Customers
13510.0,2011-12-08 13:46:00,1,117,1785.16,5,4,4,544,13,Best Customers
13512.0,2011-03-24 10:03:00,261,15,251.21,1,2,2,122,5,Lost Customers
13513.0,2011-08-05 11:50:00,127,10,205.1,2,1,1,211,4,Lost Customers
13514.0,2011-09-27 09:39:00,74,4,152.20000000000002,2,1,1,211,4,Lost Customers
13515.0,2011-09-28 11:26:00,73,59,891.12,2,4,3,243,9,Big Spenders
13516.0,2011-11-18 13:15:00,21,44,1389.41,4,3,4,434,11,Loyal Customers
13517.0,2011-10-11 11:43:00,60,143,2109.07,3,5,5,355,13,Loyal Customers
13518.0,2011-09-15 10:29:00,86,38,659.4399999999999,2,3,3,233,8,Needs Attention
13519.0,2011-10-20 15:56:00,50,9,110.80000000000001,3,1,1,311,5,Needs Attention
13520.0,2011-10-12 10:20:00,59,95,3487.75,3,4,5,345,12,Loyal Customers
13521.0,2011-12-08 13:50:00,1,436,1093.65,5,5,4,554,14,Best Customers
13522.0,2011-11-09 15:11:00,30,5,125.80000000000001,4,1,1,411,6,New Customers
13523.0,2011-11-06 15:11:00,33,177,3755.38,3,5,5,355,13,Loyal Customers
13524.0,2011-10-30 12:34:00,41,27,680.1800000000001,3,2,3,323,8,Needs Attention
13525.0,2011-11-25 12:01:00,15,6,628.78,4,1,3,413,8,New Customers
13527.0,2011-11-06 12:04:00,34,224,2263.76,3,5,5,355,13,Loyal Customers
13529.0,2011-09-22 09:15:00,79,15,307.76,2,2,2,222,6,Lost Customers
13531.0,2011-05-18 16:56:00,205,22,483.8,1,2,3,123,6,Needs Attention
13532.0,2011-11-06 12:25:00,34,66,210.31,3,4,1,341,8,Needs Attention
13533.0,2011-06-10 11:54:00,183,76,270.79,1,4,2,142,7,Big Spenders
13534.0,2011-12-07 14:52:00,2,342,5613.08,5,5,5,555,15,Best Customers
13536.0,2011-12-08 16:38:00,1,179,3448.29,5,5,5,555,15,Best Customers
13538.0,2011-10-27 16:34:00,43,25,1280.85,3,2,4,324,9,Needs Attention
13539.0,2011-09-15 10:18:00,86,38,605.84,2,3,3,233,8,Needs Attention
13544.0,2011-10-31 11:57:00,40,87,291.41,3,4,2,342,9,Needs Attention
13546.0,2011-11-27 14:50:00,12,98,626.99,4,4,3,443,11,Loyal Customers
13548.0,2011-09-04 14:50:00,96,124,682.41,2,4,3,243,9,Big Spenders
13549.0,2011-11-14 09:20:00,26,52,916.12,4,3,4,434,11,Loyal Customers
13551.0,2011-01-24 14:46:00,319,4,91.80000000000001,1,1,1,111,3,Lost Customers
13552.0,2011-10-04 15:19:00,66,121,3539.53,3,4,5,345,12,Loyal Customers
13555.0,2011-09-27 12:36:00,74,136,4149.28,2,5,5,255,12,Big Spenders
13557.0,2011-11-11 15:24:00,28,34,584.06,4,3,3,433,10,Loyal Customers
13558.0,2011-12-04 11:24:00,6,175,605.06,5,5,3,553,13,Loyal Customers
13560.0,2011-12-02 13:11:00,7,33,174.37,5,3,1,531,9,Needs Attention
13561.0,2011-05-08 12:39:00,216,14,141.85999999999999,1,1,1,111,3,Lost Customers
13562.0,2011-09-19 10:51:00,82,82,1799.33,2,4,4,244,10,Big Spenders
13563.0,2011-09-16 14:45:00,84,49,777.53,2,3,3,233,8,Needs Attention
13564.0,2011-07-18 14:35:00,144,85,647.74,2,4,3,243,9,Big Spenders
13565.0,2011-11-20 14:33:00,19,38,240.22,4,3,2,432,9,Needs Attention
13566.0,2011-10-30 11:59:00,41,176,874.71,3,5,3,353,11,Loyal Customers
13568.0,2011-06-19 14:42:00,173,44,192.85,2,3,1,231,6,Needs Attention
13569.0,2011-11-22 13:07:00,17,85,373.75,4,4,2,442,10,Needs Attention
13570.0,2011-04-10 13:36:00,243,27,239.49,1,2,2,122,5,Lost Customers
13571.0,2011-11-27 10:47:00,13,341,2092.32,4,5,5,455,14,Best Customers
13572.0,2011-05-18 11:59:00,206,33,1384.25,1,3,4,134,8,Needs Attention
13573.0,2011-10-20 14:33:00,50,26,294.4,3,2,2,322,7,Needs Attention
13575.0,2011-11-16 13:14:00,23,46,732.0699999999999,4,3,3,433,10,Loyal Customers
13576.0,2011-11-29 15:34:00,10,130,6703.3,5,5,5,555,15,Best Customers
13577.0,2011-11-14 15:19:00,25,85,1658.3,4,4,4,444,12,Best Customers
13579.0,2011-11-25 08:41:00,15,23,467.04,4,2,3,423,9,New Customers
13581.0,2011-02-03 14:41:00,309,10,118.0,1,1,1,111,3,Lost Customers
13583.0,2011-07-07 10:40:00,156,53,781.03,2,3,3,233,8,Needs Attention
13584.0,2011-02-06 12:49:00,307,24,142.4,1,2,1,121,4,Lost Customers
13587.0,2011-11-08 11:17:00,32,11,347.0,4,1,2,412,7,New Customers
13588.0,2011-11-24 10:42:00,16,180,2445.12,4,5,5,455,14,Best Customers
13589.0,2011-11-25 12:10:00,15,21,379.65,4,2,2,422,8,New Customers
13590.0,2011-11-28 12:54:00,11,89,1976.12,5,4,4,544,13,Best Customers
13591.0,2011-10-06 12:26:00,65,58,1117.13,3,3,4,334,10,Loyal Customers
13592.0,2011-11-04 09:49:00,36,16,247.95999999999998,3,2,2,322,7,Needs Attention
13593.0,2011-08-23 13:35:00,108,129,1990.28,2,5,4,254,11,Big Spenders
13594.0,2011-10-18 10:19:00,53,26,396.97,3,2,2,322,7,Needs Attention
13596.0,2011-12-04 12:01:00,6,166,697.04,5,5,3,553,13,Loyal Customers
13598.0,2011-10-23 14:35:00,47,41,167.42000000000002,3,3,1,331,7,Needs Attention
13599.0,2011-12-08 19:26:00,1,264,5030.6,5,5,5,555,15,Best Customers
13600.0,2011-01-31 15:27:00,312,19,219.52,1,2,1,121,4,Lost Customers
13601.0,2011-10-25 17:31:00,45,99,693.32,3,4,3,343,10,Loyal Customers
13602.0,2011-10-06 11:47:00,65,23,428.89,3,2,2,322,7,Needs Attention
13603.0,2011-11-13 15:57:00,26,27,164.34,4,2,1,421,7,New Customers
13606.0,2011-11-10 17:46:00,29,43,280.53999999999996,4,3,2,432,9,Needs Attention
13607.0,2011-10-30 16:17:00,40,98,678.01,3,4,3,343,10,Loyal Customers
13610.0,2011-11-27 15:38:00,12,228,1115.43,4,5,4,454,13,Best Customers
13611.0,2011-09-11 14:51:00,89,76,1158.2,2,4,4,244,10,Big Spenders
13614.0,2011-11-15 14:47:00,24,201,1610.46,4,5,4,454,13,Best Customers
13615.0,2011-01-31 11:29:00,313,24,399.99,1,2,2,122,5,Lost Customers
13617.0,2011-10-30 13:50:00,40,44,544.18,3,3,3,333,9,Loyal Customers
13618.0,2011-06-19 11:09:00,174,13,177.34,2,1,1,211,4,Lost Customers
13621.0,2011-08-15 08:26:00,117,19,213.85,2,2,1,221,5,Lost Customers
13623.0,2011-11-09 12:00:00,31,86,672.44,4,4,3,443,11,Loyal Customers
13626.0,2011-04-01 10:05:00,253,19,257.23,1,2,2,122,5,Lost Customers
13627.0,2011-10-11 14:20:00,59,94,1624.02,3,4,4,344,11,Loyal Customers
13629.0,2011-11-16 13:21:00,23,59,7792.36,4,4,5,445,13,Best Customers
13630.0,2011-12-04 15:16:00,5,80,1995.68,5,4,4,544,13,Best Customers
13631.0,2011-09-01 09:57:00,100,12,3021.77,2,1,5,215,8,Needs Attention
13632.0,2011-11-15 10:51:00,25,147,2117.02,4,5,5,455,14,Best Customers
13634.0,2011-11-06 13:40:00,33,188,1575.16,3,5,4,354,12,Loyal Customers
13635.0,2011-10-03 10:55:00,68,62,1071.03,3,4,4,344,11,Loyal Customers
13636.0,2011-11-03 10:30:00,37,64,941.62,3,4,4,344,11,Loyal Customers
13637.0,2011-10-18 13:32:00,52,101,810.5,3,4,3,343,10,Loyal Customers
13638.0,2011-11-24 10:38:00,16,8,122.64,4,1,1,411,6,New Customers
13639.0,2011-09-26 13:36:00,74,40,1033.34,2,3,4,234,9,Needs Attention
13642.0,2011-05-08 12:34:00,216,66,354.8,1,4,2,142,7,Big Spenders
13643.0,2011-11-08 15:37:00,31,28,519.44,4,2,3,423,9,New Customers
13644.0,2011-12-01 08:18:00,9,148,2597.52,5,5,5,555,15,Best Customers
13645.0,2011-08-11 16:11:00,120,5,252.1,2,1,2,212,5,Lost Customers
13647.0,2011-11-30 12:00:00,10,80,1670.22,5,4,4,544,13,Best Customers
13649.0,2011-03-28 11:51:00,257,23,346.6,1,2,2,122,5,Lost Customers
13650.0,2011-11-23 12:22:00,17,98,1809.34,4,4,4,444,12,Best Customers
13651.0,2011-11-04 14:59:00,35,6,94.2,3,1,1,311,5,Needs Attention
13652.0,2011-10-25 08:51:00,46,63,1095.08,3,4,4,344,11,Loyal Customers
13654.0,2011-10-27 16:24:00,43,166,2707.33,3,5,5,355,13,Loyal Customers
13655.0,2011-08-17 14:25:00,114,56,932.97,2,3,4,234,9,Needs Attention
13656.0,2011-06-28 10:31:00,165,49,379.65,2,3,2,232,7,Needs Attention
13657.0,2011-11-29 12:32:00,11,16,382.14,5,2,2,522,9,New Customers
13658.0,2011-11-30 10:13:00,10,112,2421.47,5,4,5,545,14,Best Customers
13659.0,2011-05-26 19:56:00,197,108,1550.85,1,4,4,144,9,Big Spenders
13662.0,2011-09-15 12:04:00,86,58,879.08,2,3,3,233,8,Needs Attention
13663.0,2011-06-13 15:44:00,179,13,189.47,1,1,1,111,3,Lost Customers
13666.0,2011-10-10 15:39:00,60,12,84.65,3,1,1,311,5,Needs Attention
13667.0,2011-07-13 15:42:00,149,87,305.02,2,4,2,242,8,Big Spenders
13668.0,2011-12-07 12:14:00,3,501,6216.07,5,5,5,555,15,Best Customers
13669.0,2011-10-20 09:32:00,51,9,218.55,3,1,1,311,5,Needs Attention
13670.0,2011-09-25 15:25:00,75,25,349.7,2,2,2,222,6,Lost Customers
13672.0,2011-02-11 13:55:00,301,16,-71.46,1,2,1,121,4,Lost Customers
13673.0,2011-11-21 12:11:00,19,65,396.92,4,4,2,442,10,Needs Attention
13675.0,2011-07-11 12:57:00,151,25,486.82000000000005,2,2,3,223,7,Needs Attention
13678.0,2011-07-11 10:14:00,152,16,232.6,2,2,1,221,5,Lost Customers
13680.0,2011-12-08 13:47:00,1,216,2202.31,5,5,5,555,15,Best Customers
13681.0,2011-11-22 11:13:00,18,57,827.83,4,3,3,433,10,Loyal Customers
13682.0,2011-06-05 14:06:00,187,3,59.5,1,1,1,111,3,Lost Customers
13684.0,2011-02-27 10:25:00,286,31,64.23,1,3,1,131,5,Needs Attention
13685.0,2011-12-07 11:41:00,3,39,3119.44,5,3,5,535,13,Loyal Customers
13686.0,2011-06-10 09:10:00,183,8,72.0,1,1,1,111,3,Lost Customers
13689.0,2011-10-07 13:21:00,63,6,910.0,3,1,4,314,8,Needs Attention
13690.0,2011-10-11 15:03:00,59,9,172.25,3,1,1,311,5,Needs Attention
13692.0,2011-11-15 11:17:00,25,55,1466.8700000000001,4,3,4,434,11,Loyal Customers
13693.0,2011-01-18 15:23:00,325,4,-32.0,1,1,1,111,3,Lost Customers
13694.0,2011-12-06 09:32:00,4,585,62653.1,5,5,5,555,15,Best Customers
13695.0,2011-11-08 14:26:00,31,90,2504.13,4,4,5,445,13,Best Customers
13697.0,2011-11-01 09:14:00,39,12,151.29999999999998,3,1,1,311,5,Needs Attention
13699.0,2011-07-07 16:51:00,155,14,308.58000000000004,2,1,2,212,5,Lost Customers
13700.0,2011-11-13 13:00:00,26,197,2265.12,4,5,5,455,14,Best Customers
13703.0,2011-01-25 13:10:00,318,1,99.5,1,1,1,111,3,Lost Customers
13704.0,2011-12-04 15:13:00,5,135,2295.31,5,5,5,555,15,Best Customers
13705.0,2011-12-02 12:32:00,8,28,711.86,5,2,3,523,10,New Customers
13706.0,2011-02-10 09:21:00,303,20,330.79,1,2,2,122,5,Lost Customers
13707.0,2011-03-17 18:03:00,267,48,806.41,1,3,3,133,7,Needs Attention
13708.0,2011-03-13 13:46:00,271,51,296.88,1,3,2,132,6,Needs Attention
13709.0,2011-12-06 10:28:00,4,346,6249.110000000001,5,5,5,555,15,Best Customers
13710.0,2011-11-08 08:16:00,32,8,180.48,4,1,1,411,6,New Customers
13711.0,2011-05-05 10:31:00,219,13,252.06,1,1,2,112,4,Lost Customers
13712.0,2011-04-07 12:33:00,247,10,228.84,1,1,1,111,3,Lost Customers
13715.0,2011-03-03 19:21:00,281,108,1053.94,1,4,4,144,9,Big Spenders
13716.0,2011-03-15 13:49:00,269,21,138.28,1,2,1,121,4,Lost Customers
13717.0,2011-11-07 14:13:00,32,103,1432.26,4,4,4,444,12,Best Customers
13718.0,2011-04-07 13:24:00,246,12,306.55,1,1,2,112,4,Lost Customers
13719.0,2011-11-24 15:26:00,15,60,1041.68,4,4,4,444,12,Best Customers
13720.0,2011-08-15 12:46:00,117,43,799.9,2,3,3,233,8,Needs Attention
13721.0,2011-11-03 14:05:00,36,28,524.14,3,2,3,323,8,Needs Attention
13722.0,2011-08-11 15:26:00,120,86,2369.16,2,4,5,245,11,Big Spenders
13723.0,2011-05-06 17:04:00,217,6,199.85000000000002,1,1,1,111,3,Lost Customers
13725.0,2011-10-21 10:03:00,50,118,1809.81,3,4,4,344,11,Loyal Customers
13726.0,2011-11-01 10:49:00,39,42,1079.6599999999999,3,3,4,334,10,Loyal Customers
13727.0,2011-11-11 09:46:00,29,20,333.48,4,2,2,422,8,New Customers
13728.0,2011-11-03 10:49:00,37,63,1016.14,3,4,4,344,11,Loyal Customers
13730.0,2011-07-27 08:35:00,136,43,752.6,2,3,3,233,8,Needs Attention
13731.0,2011-05-04 14:33:00,219,38,610.59,1,3,3,133,7,Needs Attention
13732.0,2011-11-11 15:49:00,28,33,491.86,4,3,3,433,10,Loyal Customers
13735.0,2011-11-15 11:14:00,25,208,2766.18,4,5,5,455,14,Best Customers
13736.0,2011-12-04 15:19:00,5,194,724.0,5,5,3,553,13,Loyal Customers
13737.0,2011-05-23 16:32:00,200,30,339.59999999999997,1,3,2,132,6,Needs Attention
13739.0,2011-11-21 13:35:00,18,3,216.9,4,1,1,411,6,New Customers
13740.0,2011-04-13 10:32:00,241,23,350.75,1,2,2,122,5,Lost Customers
13741.0,2011-09-29 09:19:00,72,35,666.33,2,3,3,233,8,Needs Attention
13742.0,2011-11-23 11:07:00,17,323,3102.42,4,5,5,455,14,Best Customers
13743.0,2011-12-07 10:09:00,3,42,1340.1499999999999,5,3,4,534,12,Loyal Customers
13744.0,2011-09-05 15:19:00,95,72,1156.36,2,4,4,244,10,Big Spenders
13745.0,2011-07-11 14:21:00,151,26,291.54,2,2,2,222,6,Lost Customers
13747.0,2010-12-01 10:37:00,374,1,79.6,1,1,1,111,3,Lost Customers
13748.0,2011-09-05 09:45:00,96,28,948.25,2,2,4,224,8,Needs Attention
13750.0,2011-10-17 12:16:00,54,24,1647.26,3,2,4,324,9,Needs Attention
13751.0,2011-02-24 15:56:00,288,9,296.25,1,1,2,112,4,Lost Customers
13752.0,2011-08-07 14:16:00,124,76,1186.28,2,4,4,244,10,Big Spenders
13753.0,2011-02-25 12:48:00,288,35,741.26,1,3,3,133,7,Needs Attention
13754.0,2011-07-11 11:51:00,152,12,282.59999999999997,2,1,2,212,5,Lost Customers
13755.0,2011-12-06 12:26:00,4,343,2154.68,5,5,5,555,15,Best Customers
13756.0,2011-12-07 16:44:00,2,143,5145.12,5,5,5,555,15,Best Customers
13758.0,2011-11-28 11:11:00,12,117,3190.55,4,4,5,445,13,Best Customers
13759.0,2011-11-06 14:47:00,33,25,659.4100000000001,3,2,3,323,8,Needs Attention
13760.0,2011-10-16 16:13:00,54,57,286.79,3,3,2,332,8,Needs Attention
13761.0,2011-10-20 14:01:00,50,70,1070.65,3,4,4,344,11,Loyal Customers
13762.0,2011-05-19 15:23:00,204,14,3.552713678800501e-15,1,1,1,111,3,Lost Customers
13763.0,2011-10-07 15:13:00,63,17,1689.46,3,2,4,324,9,Needs Attention
13764.0,2011-09-30 12:03:00,71,208,1521.76,3,5,4,354,12,Loyal Customers
13767.0,2011-12-07 15:00:00,2,399,16945.71,5,5,5,555,15,Best Customers
13769.0,2011-12-07 15:08:00,2,143,2771.87,5,5,5,555,15,Best Customers
13771.0,2011-10-06 14:18:00,64,120,2631.7,3,4,5,345,12,Loyal Customers
13772.0,2011-11-06 11:43:00,34,177,1132.13,3,5,4,354,12,Loyal Customers
13774.0,2011-09-19 12:06:00,82,22,345.0,2,2,2,222,6,Lost Customers
13777.0,2011-12-09 12:25:00,1,219,25748.350000000002,5,5,5,555,15,Best Customers
13778.0,2011-08-28 15:25:00,103,9,178.7,2,1,1,211,4,Lost Customers
13780.0,2011-12-02 13:49:00,7,57,360.01,5,3,2,532,10,Needs Attention
13781.0,2011-04-03 12:08:00,251,17,127.84,1,2,1,121,4,Lost Customers
13782.0,2011-11-27 11:54:00,13,115,912.0,4,4,4,444,12,Best Customers
13784.0,2011-11-30 09:33:00,10,31,2462.79,5,3,5,535,13,Loyal Customers
13786.0,2010-12-07 13:53:00,367,7,230.39999999999998,1,1,1,111,3,Lost Customers
